review_id,date,category,rating,sentiment,review_text
1434,2025-07-12,Customer Support,2,Negative,Worst service ever. refused refund for missing item. Giving 0 stars.
1353,2025-08-04,Food Quality,5,Positive,Five stars! best biryani ever. Loyal customer here.
1024,2025-05-23,Customer Support,4,Positive,Great experience. support team is very polite. Will order again.
1437,2025-05-20,Customer Support,1,Negative,Frustrated with the service. agent was unhelpful. I want a full refund.
1289,2025-03-17,Food Quality,1,Negative,Unacceptable experience. portion size is too small. Giving 0 stars.
1549,2025-12-20,Customer Support,5,Positive,Super fast service. very helpful agent. Made my dinner special.
1161,2025-08-23,Payment & App,4,Positive,Super fast service. payment was instant. Will order again.
1223,2025-03-29,Payment & App,2,Negative,Do not download this app. hidden charges added. I want a full refund.
1201,2025-05-19,Payment & App,2,Negative,Worst service ever. money deducted but order failed. I want a full refund.
1473,2025-01-12,Food Quality,4,Positive,Smooth interface. food was piping hot. Good job team.
1504,2025-09-10,Food Quality,2,Negative,Do not download this app. portion size is too small. Never ordering again.
1565,2025-06-21,Food Quality,1,Negative,I am extremely disappointed. portion size is too small. I want a full refund.
1563,2025-06-20,Customer Support,2,Negative,Do not download this app. refused refund for missing item. Giving 0 stars.
1056,2025-09-17,Customer Support,2,Negative,Total waste of money. no one picks up the call. Never ordering again.
1501,2025-03-06,Food Quality,2,Negative,I regret ordering from here. food was cold and stale. Beware guys.
1185,2025-11-27,Payment & App,1,Negative,Total waste of money. hidden charges added. Beware guys.
1424,2025-06-09,Customer Support,1,Negative,I regret ordering from here. chat support is a bot loop. I want a full refund.
1506,2025-08-31,Food Quality,1,Negative,Do not download this app. portion size is too small. Never ordering again.
1529,2025-04-13,Delivery Service,5,Positive,Great experience. packaging was secure. Keep it up!
1401,2025-09-17,Food Quality,5,Positive,Highly recommended. best biryani ever. Loyal customer here.
1561,2025-08-08,Payment & App,4,Positive,Highly recommended. UI is buttery smooth. Good job team.
1349,2025-01-23,Payment & App,2,Negative,I regret ordering from here. app crashes on checkout. Beware guys.
1022,2025-08-08,Delivery Service,1,Negative,I regret ordering from here. delivery was 2 hours late. Totally unprofessional.
1035,2025-11-11,Payment & App,1,Negative,Do not download this app. hidden charges added. Never ordering again.
1097,2025-04-16,Payment & App,4,Positive,Absolutely loved it! payment was instant. Will order again.
1050,2025-03-25,Delivery Service,4,Positive,Great experience. packaging was secure. Made my dinner special.
1124,2025-03-25,Payment & App,4,Positive,Absolutely loved it! UI is buttery smooth. Good job team.
1130,2025-10-26,Customer Support,1,Negative,I regret ordering from here. agent was unhelpful. Never ordering again.
1426,2025-06-21,Payment & App,5,Positive,Super fast service. dark mode looks great. Good job team.
1330,2025-02-21,Delivery Service,2,Negative,Unacceptable experience. delivery was 2 hours late. Deleting the app now.
1292,2025-02-24,Food Quality,2,Negative,Worst service ever. tasted weird and chemical-like. Deleting the app now.
1053,2025-07-12,Food Quality,4,Positive,Super fast service. fresh ingredients used. Made my dinner special.
1596,2025-02-13,Customer Support,2,Negative,Do not download this app. refused refund for missing item. Never ordering again.
1014,2025-02-12,Customer Support,4,Positive,Highly recommended. very helpful agent. Made my dinner special.
1079,2025-11-30,Food Quality,2,Negative,Total waste of money. portion size is too small. Giving 0 stars.
1057,2025-08-11,Payment & App,1,Negative,Do not download this app. login OTP never received. Never ordering again.
1555,2025-11-15,Payment & App,2,Negative,I am extremely disappointed. app crashes on checkout. Totally unprofessional.
1195,2025-03-01,Delivery Service,1,Negative,Worst service ever. rider was rude and yelled. Totally unprofessional.
1081,2025-04-12,Delivery Service,1,Negative,Pathetic app. rider was rude and yelled. Deleting the app now.
1339,2025-01-04,Food Quality,5,Positive,Smooth interface. taste was authentic. Made my dinner special.
1510,2025-07-28,Food Quality,5,Positive,Highly recommended. taste was authentic. Keep it up!
1324,2025-01-03,Food Quality,4,Positive,Great experience. taste was authentic. Good job team.
1165,2025-01-25,Delivery Service,2,Negative,Worst service ever. delivery was 2 hours late. Totally unprofessional.
1030,2025-12-06,Food Quality,5,Positive,My go-to app. best biryani ever. Made my dinner special.
1054,2025-06-03,Delivery Service,4,Positive,Highly recommended. contactless delivery followed. Will order again.
1288,2025-03-06,Delivery Service,1,Negative,Unacceptable experience. delivery was 2 hours late. Beware guys.
1260,2025-08-11,Payment & App,2,Negative,I regret ordering from here. money deducted but order failed. Giving 0 stars.
1085,2025-11-18,Delivery Service,2,Negative,Pathetic app. delivery was 2 hours late. I want a full refund.
1266,2025-02-28,Delivery Service,1,Negative,Total waste of money. rider was rude and yelled. Giving 0 stars.
1429,2025-08-19,Delivery Service,1,Negative,Pathetic app. delivery was 2 hours late. Giving 0 stars.
1315,2025-09-05,Delivery Service,1,Negative,Do not download this app. order spilled in the bag. Deleting the app now.
1192,2025-09-14,Delivery Service,5,Positive,Highly recommended. rider was polite. Keep it up!
1277,2025-03-10,Delivery Service,1,Negative,Frustrated with the service. rider was rude and yelled. Never ordering again.
1399,2025-08-21,Delivery Service,2,Negative,I regret ordering from here. tracker showed wrong location. Beware guys.
1310,2025-08-23,Payment & App,1,Negative,Unacceptable experience. login OTP never received. Deleting the app now.
1048,2025-02-11,Food Quality,1,Negative,Unacceptable experience. portion size is too small. Never ordering again.
1320,2025-05-07,Payment & App,1,Negative,Unacceptable experience. app crashes on checkout. Beware guys.
1171,2025-11-11,Customer Support,5,Positive,My go-to app. resolved my issue in seconds. Keep it up!
1359,2025-11-17,Food Quality,5,Positive,Five stars! fresh ingredients used. Will order again.
1065,2025-10-12,Food Quality,4,Positive,Absolutely loved it! fresh ingredients used. Good job team.
1430,2025-04-10,Food Quality,1,Negative,Frustrated with the service. tasted weird and chemical-like. I want a full refund.
1127,2025-01-08,Payment & App,4,Positive,Highly recommended. payment was instant. Made my dinner special.
1409,2025-10-17,Payment & App,5,Positive,Great experience. UI is buttery smooth. Made my dinner special.
1031,2025-01-27,Customer Support,2,Negative,Worst service ever. refused refund for missing item. Totally unprofessional.
1348,2025-07-06,Food Quality,5,Positive,Highly recommended. best biryani ever. Made my dinner special.
1158,2025-03-21,Delivery Service,2,Negative,Unacceptable experience. delivery was 2 hours late. Deleting the app now.
1166,2025-01-14,Payment & App,5,Positive,Super fast service. dark mode looks great. Good job team.
1283,2025-07-09,Payment & App,5,Positive,Highly recommended. payment was instant. Keep it up!
1067,2025-04-03,Delivery Service,1,Negative,Pathetic app. rider was rude and yelled. Giving 0 stars.
1482,2025-06-28,Food Quality,1,Negative,Frustrated with the service. food was cold and stale. Never ordering again.
1241,2025-04-28,Delivery Service,5,Positive,Great experience. delivery within 20 mins. Made my dinner special.
1163,2025-07-05,Delivery Service,1,Negative,I am extremely disappointed. delivery was 2 hours late. I want a full refund.
1350,2025-09-21,Payment & App,2,Negative,I regret ordering from here. app crashes on checkout. I want a full refund.
1560,2025-03-26,Customer Support,2,Negative,Total waste of money. no one picks up the call. Giving 0 stars.
1380,2025-09-14,Delivery Service,4,Positive,Five stars! delivery within 20 mins. Made my dinner special.
1245,2025-01-18,Payment & App,5,Positive,Absolutely loved it! UI is buttery smooth. Good job team.
1352,2025-02-11,Customer Support,4,Positive,Absolutely loved it! support team is very polite. Good job team.
1416,2025-08-03,Payment & App,1,Negative,Total waste of money. app crashes on checkout. Deleting the app now.
1282,2025-03-09,Delivery Service,2,Negative,I regret ordering from here. tracker showed wrong location. Deleting the app now.
1093,2025-01-26,Payment & App,5,Positive,Great experience. payment was instant. Made my dinner special.
1270,2025-10-05,Food Quality,2,Negative,Frustrated with the service. food was cold and stale. Totally unprofessional.
1332,2025-01-23,Delivery Service,5,Positive,Highly recommended. packaging was secure. Will order again.
1047,2025-01-06,Customer Support,4,Positive,Smooth interface. very helpful agent. Loyal customer here.
1425,2025-02-17,Food Quality,2,Negative,Pathetic app. portion size is too small. Giving 0 stars.
1181,2025-07-30,Customer Support,2,Negative,Do not download this app. refused refund for missing item. Never ordering again.
1105,2025-12-31,Customer Support,1,Negative,Total waste of money. chat support is a bot loop. Giving 0 stars.
1383,2025-10-17,Payment & App,2,Negative,Pathetic app. hidden charges added. Never ordering again.
1036,2025-08-28,Payment & App,4,Positive,Five stars! got a great discount coupon. Loyal customer here.
1541,2025-10-19,Customer Support,2,Negative,I regret ordering from here. chat support is a bot loop. Beware guys.
1338,2025-06-21,Customer Support,5,Positive,Smooth interface. very helpful agent. Made my dinner special.
1578,2025-05-31,Delivery Service,4,Positive,Super fast service. packaging was secure. Loyal customer here.
1139,2025-11-23,Payment & App,1,Negative,Frustrated with the service. login OTP never received. Totally unprofessional.
1313,2025-04-14,Food Quality,2,Negative,Do not download this app. food was cold and stale. Never ordering again.
1397,2025-02-26,Delivery Service,4,Positive,Absolutely loved it! contactless delivery followed. Good job team.
1016,2025-09-11,Delivery Service,2,Negative,Worst service ever. tracker showed wrong location. Beware guys.
1469,2025-07-14,Customer Support,4,Positive,Smooth interface. very helpful agent. Good job team.
1026,2025-05-07,Customer Support,2,Negative,Worst service ever. refused refund for missing item. Never ordering again.
1008,2025-06-09,Delivery Service,5,Positive,Absolutely loved it! rider was polite. Made my dinner special.
1243,2025-07-03,Payment & App,1,Negative,I regret ordering from here. money deducted but order failed. Giving 0 stars.
1196,2025-06-30,Payment & App,1,Negative,Pathetic app. app crashes on checkout. Totally unprofessional.
1558,2025-12-30,Delivery Service,1,Negative,Frustrated with the service. order spilled in the bag. Never ordering again.
1087,2025-01-13,Customer Support,5,Positive,Great experience. resolved my issue in seconds. Will order again.
1115,2025-10-18,Payment & App,2,Negative,Total waste of money. money deducted but order failed. Deleting the app now.
1427,2025-06-29,Delivery Service,2,Negative,Worst service ever. order spilled in the bag. Beware guys.
1055,2025-09-18,Food Quality,1,Negative,Pathetic app. tasted weird and chemical-like. Giving 0 stars.
1258,2025-09-20,Payment & App,4,Positive,Absolutely loved it! UI is buttery smooth. Made my dinner special.
1584,2025-10-28,Customer Support,1,Negative,Do not download this app. chat support is a bot loop. Beware guys.
1141,2025-04-09,Customer Support,4,Positive,Smooth interface. very helpful agent. Will order again.
1372,2025-10-31,Food Quality,2,Negative,Frustrated with the service. tasted weird and chemical-like. Deleting the app now.
1290,2025-02-03,Payment & App,4,Positive,Great experience. dark mode looks great. Loyal customer here.
1442,2025-11-17,Customer Support,2,Negative,Unacceptable experience. agent was unhelpful. Totally unprofessional.
1148,2025-06-12,Customer Support,1,Negative,I regret ordering from here. no one picks up the call. I want a full refund.
1331,2025-12-01,Food Quality,1,Negative,I regret ordering from here. food was cold and stale. Totally unprofessional.
1111,2025-02-10,Payment & App,2,Negative,I regret ordering from here. login OTP never received. Deleting the app now.
1154,2025-05-31,Customer Support,1,Negative,I am extremely disappointed. no one picks up the call. Never ordering again.
1204,2025-11-23,Customer Support,2,Negative,Do not download this app. chat support is a bot loop. I want a full refund.
1517,2025-01-23,Customer Support,4,Positive,Super fast service. support team is very polite. Will order again.
1284,2025-07-12,Food Quality,4,Positive,Great experience. best biryani ever. Loyal customer here.
1449,2025-04-22,Customer Support,4,Positive,Absolutely loved it! refund processed instantly. Will order again.
1103,2025-01-17,Payment & App,2,Negative,Unacceptable experience. app crashes on checkout. I want a full refund.
1410,2025-01-11,Delivery Service,1,Negative,I am extremely disappointed. delivery was 2 hours late. Giving 0 stars.
1395,2025-09-22,Delivery Service,1,Negative,Worst service ever. delivery was 2 hours late. Totally unprofessional.
1413,2025-05-27,Customer Support,5,Positive,Great experience. support team is very polite. Made my dinner special.
1116,2025-09-15,Food Quality,4,Positive,Super fast service. best biryani ever. Made my dinner special.
1010,2025-01-12,Payment & App,1,Negative,Total waste of money. app crashes on checkout. I want a full refund.
1589,2025-08-26,Customer Support,5,Positive,Smooth interface. very helpful agent. Will order again.
1441,2025-09-12,Payment & App,1,Negative,Worst service ever. money deducted but order failed. Beware guys.
1351,2025-11-20,Food Quality,2,Negative,Do not download this app. tasted weird and chemical-like. Deleting the app now.
1364,2025-09-24,Delivery Service,1,Negative,Pathetic app. rider was rude and yelled. Beware guys.
1306,2025-06-30,Food Quality,1,Negative,Total waste of money. food was cold and stale. Totally unprofessional.
1068,2025-03-14,Delivery Service,1,Negative,Total waste of money. tracker showed wrong location. Giving 0 stars.
1481,2025-04-21,Food Quality,2,Negative,Pathetic app. tasted weird and chemical-like. Totally unprofessional.
1088,2025-09-06,Customer Support,2,Negative,Total waste of money. agent was unhelpful. I want a full refund.
1239,2025-11-21,Food Quality,2,Negative,Do not download this app. food was cold and stale. Never ordering again.
1573,2025-10-17,Food Quality,1,Negative,Total waste of money. tasted weird and chemical-like. Deleting the app now.
1237,2025-02-21,Payment & App,1,Negative,Worst service ever. login OTP never received. Deleting the app now.
1514,2025-01-26,Delivery Service,5,Positive,Super fast service. rider was polite. Made my dinner special.
1025,2025-08-30,Delivery Service,2,Negative,Worst service ever. order spilled in the bag. Totally unprofessional.
1312,2025-08-23,Customer Support,2,Negative,Do not download this app. no one picks up the call. I want a full refund.
1588,2025-09-15,Payment & App,4,Positive,Highly recommended. dark mode looks great. Keep it up!
1253,2025-06-17,Delivery Service,2,Negative,Pathetic app. delivery was 2 hours late. I want a full refund.
1568,2025-01-19,Food Quality,4,Positive,Highly recommended. fresh ingredients used. Made my dinner special.
1392,2025-01-27,Payment & App,2,Negative,Frustrated with the service. login OTP never received. Beware guys.
1278,2025-10-04,Food Quality,4,Positive,Five stars! taste was authentic. Made my dinner special.
1255,2025-10-05,Customer Support,2,Negative,Worst service ever. refused refund for missing item. Giving 0 stars.
1467,2025-08-24,Customer Support,4,Positive,Five stars! support team is very polite. Loyal customer here.
1577,2025-03-06,Customer Support,2,Negative,I am extremely disappointed. agent was unhelpful. Beware guys.
1180,2025-03-18,Customer Support,5,Positive,Great experience. very helpful agent. Loyal customer here.
1503,2025-07-27,Payment & App,5,Positive,Highly recommended. got a great discount coupon. Good job team.
1411,2025-08-22,Food Quality,1,Negative,Unacceptable experience. portion size is too small. I want a full refund.
1257,2025-11-17,Food Quality,1,Negative,I am extremely disappointed. portion size is too small. Totally unprofessional.
1459,2025-09-11,Food Quality,1,Negative,Pathetic app. found a hair in the food. Giving 0 stars.
1001,2025-12-24,Delivery Service,4,Positive,Smooth interface. packaging was secure. Will order again.
1100,2025-12-28,Food Quality,4,Positive,Smooth interface. taste was authentic. Made my dinner special.
1234,2025-08-08,Customer Support,2,Negative,Unacceptable experience. no one picks up the call. Giving 0 stars.
1388,2025-05-12,Payment & App,5,Positive,Super fast service. got a great discount coupon. Will order again.
1005,2025-10-24,Customer Support,1,Negative,Do not download this app. agent was unhelpful. Giving 0 stars.
1297,2025-11-13,Food Quality,1,Negative,Worst service ever. tasted weird and chemical-like. Totally unprofessional.
1265,2025-04-10,Food Quality,4,Positive,Great experience. fresh ingredients used. Keep it up!
1023,2025-05-13,Customer Support,1,Negative,I regret ordering from here. agent was unhelpful. Beware guys.
1202,2025-02-14,Delivery Service,2,Negative,Worst service ever. delivery was 2 hours late. Totally unprofessional.
1533,2025-02-21,Customer Support,5,Positive,My go-to app. support team is very polite. Good job team.
1435,2025-01-12,Payment & App,1,Negative,Frustrated with the service. app crashes on checkout. Deleting the app now.
1336,2025-05-24,Payment & App,1,Negative,Worst service ever. login OTP never received. Deleting the app now.
1210,2025-01-24,Customer Support,5,Positive,My go-to app. very helpful agent. Made my dinner special.
1235,2025-05-26,Delivery Service,1,Negative,Pathetic app. rider was rude and yelled. Deleting the app now.
1485,2025-11-05,Food Quality,2,Negative,Pathetic app. tasted weird and chemical-like. Never ordering again.
1215,2025-03-27,Food Quality,2,Negative,Total waste of money. tasted weird and chemical-like. Deleting the app now.
1580,2025-04-14,Payment & App,5,Positive,Five stars! UI is buttery smooth. Loyal customer here.
1259,2025-04-18,Food Quality,2,Negative,Worst service ever. food was cold and stale. Beware guys.
1231,2025-06-10,Food Quality,1,Negative,Pathetic app. food was cold and stale. Never ordering again.
1175,2025-04-14,Customer Support,2,Negative,Do not download this app. refused refund for missing item. Giving 0 stars.
1552,2025-03-23,Payment & App,4,Positive,Highly recommended. got a great discount coupon. Loyal customer here.
1269,2025-04-06,Food Quality,2,Negative,I regret ordering from here. portion size is too small. I want a full refund.
1458,2025-01-17,Food Quality,4,Positive,My go-to app. taste was authentic. Made my dinner special.
1295,2025-07-18,Food Quality,2,Negative,Total waste of money. portion size is too small. Beware guys.
1488,2025-10-19,Food Quality,5,Positive,Five stars! fresh ingredients used. Will order again.
1221,2025-07-12,Food Quality,4,Positive,Super fast service. food was piping hot. Loyal customer here.
1197,2025-03-27,Delivery Service,2,Negative,Frustrated with the service. tracker showed wrong location. I want a full refund.
1114,2025-09-20,Delivery Service,2,Negative,Unacceptable experience. tracker showed wrong location. Never ordering again.
1028,2025-12-27,Delivery Service,2,Negative,I regret ordering from here. rider was rude and yelled. I want a full refund.
1090,2025-08-10,Delivery Service,1,Negative,I regret ordering from here. rider was rude and yelled. Totally unprofessional.
1346,2025-08-16,Food Quality,1,Negative,Total waste of money. tasted weird and chemical-like. Deleting the app now.
1530,2025-03-07,Delivery Service,1,Negative,I am extremely disappointed. tracker showed wrong location. I want a full refund.
1275,2025-10-15,Customer Support,1,Negative,Unacceptable experience. agent was unhelpful. Never ordering again.
1489,2025-12-14,Customer Support,1,Negative,I am extremely disappointed. chat support is a bot loop. Beware guys.
1396,2025-02-12,Customer Support,2,Negative,I regret ordering from here. chat support is a bot loop. Totally unprofessional.
1345,2025-01-12,Food Quality,4,Positive,Super fast service. best biryani ever. Loyal customer here.
1363,2025-09-07,Payment & App,5,Positive,Highly recommended. UI is buttery smooth. Loyal customer here.
1017,2025-03-26,Food Quality,2,Negative,Do not download this app. tasted weird and chemical-like. Giving 0 stars.
1170,2025-04-12,Payment & App,5,Positive,Smooth interface. UI is buttery smooth. Good job team.
1325,2025-08-22,Customer Support,5,Positive,My go-to app. resolved my issue in seconds. Keep it up!
1006,2025-04-10,Customer Support,5,Positive,Super fast service. resolved my issue in seconds. Will order again.
1044,2025-08-09,Customer Support,1,Negative,I regret ordering from here. chat support is a bot loop. Never ordering again.
1537,2025-01-17,Food Quality,1,Negative,Total waste of money. food was cold and stale. Giving 0 stars.
1198,2025-06-01,Delivery Service,2,Negative,Unacceptable experience. delivery was 2 hours late. Beware guys.
1535,2025-05-18,Payment & App,4,Positive,Absolutely loved it! dark mode looks great. Keep it up!
1333,2025-12-27,Customer Support,1,Negative,Pathetic app. agent was unhelpful. Deleting the app now.
1484,2025-03-18,Customer Support,2,Negative,Pathetic app. agent was unhelpful. I want a full refund.
1598,2025-08-17,Delivery Service,4,Positive,Great experience. rider was polite. Made my dinner special.
